
========================================================================
RUN STARTED  2026-06-17 15:25:51
site_pipeline.py https://www.turing.com/
========================================================================

[15:25:51 +0s | turing] === 0 crawl site ===
[15:25:52 +1s | turing] [INIT].... → Crawl4AI 0.8.6 
[15:25:53 +3s | turing] [FETCH]... ↓ https://www.turing.com/                                                                              | ✓ | ⏱: 1.24s 
[16:42:42 +1h 16m 51s | turing] Extracting interactions: https://www.turing.com/blog/rethinking-ai-benchmarks-for-real-world-impact (4/44), chunk 3/16
[16:42:48 +1h 16m 57s | turing] Extracting interactions: https://www.turing.com/blog/rethinking-ai-benchmarks-for-real-world-impact (4/44), chunk 11/16
[16:42:55 +1h 17m 4s | turing] Extracting interactions: https://www.turing.com/blog/rethinking-ai-benchmarks-for-real-world-impact (4/44), chunk 12/16
[16:43:04 +1h 17m 13s | turing] Extracting interactions: https://www.turing.com/blog/rethinking-ai-benchmarks-for-real-world-impact (4/44), chunk 13/16
[16:43:12 +1h 17m 21s | turing] Extracting interactions: https://www.turing.com/blog/rethinking-ai-benchmarks-for-real-world-impact (4/44), chunk 14/16
[16:43:18 +1h 17m 28s | turing] Extracting interactions: https://www.turing.com/blog/rethinking-ai-benchmarks-for-real-world-impact (4/44), chunk 15/16
[16:43:29 +1h 17m 38s | turing] Extracting interactions: https://www.turing.com/intelligence/talent (5/44), chunk 1/13
[16:43:32 +1h 17m 41s | turing] Extracting interactions: https://www.turing.com/intelligence/talent (5/44), chunk 2/13
[16:43:39 +1h 17m 48s | turing] Extracting interactions: https://www.turing.com/intelligence/talent (5/44), chunk 3/13
[16:43:43 +1h 17m 52s | turing] Extracting interactions: https://www.turing.com/intelligence/talent (5/44), chunk 4/13
[16:43:49 +1h 17m 58s | turing] Extracting interactions: https://www.turing.com/intelligence/talent (5/44), chunk 5/13
[16:43:51 +1h 18m 0s | turing] Extracting interactions: https://www.turing.com/intelligence/talent (5/44), chunk 9/13
[16:43:54 +1h 18m 3s | turing] Extracting interactions: https://www.turing.com/intelligence/talent (5/44), chunk 10/13
[16:44:01 +1h 18m 10s | turing] Extracting interactions: https://www.turing.com/intelligence/talent (5/44), chunk 11/13
[16:44:06 +1h 18m 15s | turing] Extracting interactions: https://www.turing.com/intelligence/talent (5/44), chunk 12/13
[16:44:11 +1h 18m 21s | turing] Extracting interactions: https://www.turing.com/intelligence/advise (6/44), chunk 1/13
[16:44:15 +1h 18m 25s | turing] Extracting interactions: https://www.turing.com/intelligence/advise (6/44), chunk 2/13
[16:44:23 +1h 18m 32s | turing] Extracting interactions: https://www.turing.com/intelligence/advise (6/44), chunk 3/13
[16:44:27 +1h 18m 37s | turing] Extracting interactions: https://www.turing.com/intelligence/advise (6/44), chunk 4/13
[16:44:34 +1h 18m 43s | turing] Extracting interactions: https://www.turing.com/intelligence/advise (6/44), chunk 5/13
[16:44:35 +1h 18m 44s | turing] Extracting interactions: https://www.turing.com/intelligence/advise (6/44), chunk 8/13
[16:44:40 +1h 18m 49s | turing] Extracting interactions: https://www.turing.com/intelligence/advise (6/44), chunk 9/13
[16:44:45 +1h 18m 54s | turing] Extracting interactions: https://www.turing.com/intelligence/advise (6/44), chunk 10/13
[16:44:48 +1h 18m 57s | turing] Extracting interactions: https://www.turing.com/intelligence/advise (6/44), chunk 11/13
[16:44:57 +1h 19m 6s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 1/13
[16:45:00 +1h 19m 9s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 2/13
[16:45:05 +1h 19m 15s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 3/13
[16:50:06 +1h 24m 15s | turing] Model call failed on https://www.turing.com/blog/agi-advance-newsletter-61, chunk 3: 
[16:50:06 +1h 24m 15s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 4/13
[16:50:11 +1h 24m 20s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 5/13
[16:50:19 +1h 24m 28s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 6/13
[16:50:26 +1h 24m 35s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 7/13
[16:50:30 +1h 24m 39s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 8/13
[16:50:37 +1h 24m 46s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 9/13
[16:50:42 +1h 24m 51s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 10/13
[16:50:46 +1h 24m 55s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 11/13
[16:50:50 +1h 24m 59s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-61 (7/44), chunk 12/13
[16:50:56 +1h 25m 6s | turing] Extracting interactions: https://www.turing.com/blog (8/44), chunk 1/9
[16:51:02 +1h 25m 11s | turing] Extracting interactions: https://www.turing.com/blog (8/44), chunk 2/9
[16:51:08 +1h 25m 17s | turing] Extracting interactions: https://www.turing.com/blog (8/44), chunk 3/9
[16:51:09 +1h 25m 18s | turing] Extracting interactions: https://www.turing.com/blog (8/44), chunk 7/9
[16:51:14 +1h 25m 23s | turing] Extracting interactions: https://www.turing.com/blog (8/44), chunk 8/9
[16:51:47 +1h 25m 56s | turing] Extracting interactions: https://www.turing.com/advance/domain (9/44), chunk 1/14
[16:51:51 +1h 26m 0s | turing] Extracting interactions: https://www.turing.com/advance/domain (9/44), chunk 2/14
[16:51:56 +1h 26m 5s | turing] Extracting interactions: https://www.turing.com/advance/domain (9/44), chunk 3/14
[16:51:58 +1h 26m 7s | turing] Extracting interactions: https://www.turing.com/advance/domain (9/44), chunk 10/14
[16:52:01 +1h 26m 10s | turing] Extracting interactions: https://www.turing.com/advance/domain (9/44), chunk 11/14
[16:52:04 +1h 26m 13s | turing] Extracting interactions: https://www.turing.com/advance/domain (9/44), chunk 12/14
[16:52:11 +1h 26m 21s | turing] Extracting interactions: https://www.turing.com/advance/domain (9/44), chunk 13/14
[16:52:13 +1h 26m 22s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 1/17
[16:52:17 +1h 26m 26s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 2/17
[16:52:23 +1h 26m 32s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 3/17
[16:52:26 +1h 26m 35s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 4/17
[16:52:33 +1h 26m 42s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 5/17
[16:52:39 +1h 26m 48s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 7/17
[16:52:42 +1h 26m 51s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 8/17
[16:52:46 +1h 26m 55s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 10/17
[16:52:50 +1h 27m 0s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 11/17
[16:52:54 +1h 27m 3s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 12/17
[16:52:55 +1h 27m 4s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 14/17
[16:52:59 +1h 27m 8s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 15/17
[16:53:07 +1h 27m 16s | turing] Extracting interactions: https://www.turing.com/intelligence (10/44), chunk 16/17
[16:53:10 +1h 27m 19s | turing] Extracting interactions: https://research.turing.com/swebench (11/44), chunk 2/6
[16:53:41 +1h 27m 50s | turing] Extracting interactions: https://research.turing.com/swebench (11/44), chunk 3/6
[16:53:49 +1h 27m 58s | turing] Extracting interactions: https://research.turing.com/swebench (11/44), chunk 4/6
[16:53:54 +1h 28m 3s | turing] Extracting interactions: https://research.turing.com/swebench (11/44), chunk 6/6
[16:54:00 +1h 28m 9s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 1/46
[16:54:02 +1h 28m 11s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 2/46
[16:54:09 +1h 28m 18s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 3/46
[16:54:13 +1h 28m 23s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 5/46
[16:54:35 +1h 28m 44s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 6/46
[16:54:57 +1h 29m 6s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 10/46
[16:55:02 +1h 29m 11s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 11/46
[16:55:06 +1h 29m 15s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 27/46
[16:55:12 +1h 29m 21s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 28/46
[16:55:16 +1h 29m 25s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 29/46
[16:55:25 +1h 29m 34s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 30/46
[16:55:37 +1h 29m 46s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 33/46
[16:55:46 +1h 29m 55s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 34/46
[16:55:55 +1h 30m 4s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 35/46
[16:55:57 +1h 30m 6s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 36/46
[16:56:01 +1h 30m 10s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 37/46
[16:56:06 +1h 30m 15s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 38/46
[16:56:08 +1h 30m 17s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 41/46
[16:56:13 +1h 30m 22s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 42/46
[16:56:18 +1h 30m 27s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 43/46
[16:56:22 +1h 30m 31s | turing] Extracting interactions: https://www.turing.com/policy (12/44), chunk 44/46
[16:56:27 +1h 30m 37s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 1/14
[16:56:31 +1h 30m 40s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 2/14
[16:56:36 +1h 30m 45s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 3/14
[16:56:40 +1h 30m 49s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 4/14
[16:56:44 +1h 30m 54s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 5/14
[16:56:50 +1h 30m 59s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 6/14
[16:56:55 +1h 31m 4s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 7/14
[16:56:58 +1h 31m 7s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 10/14
[16:57:03 +1h 31m 12s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 12/14
[16:57:07 +1h 31m 17s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-65 (13/44), chunk 13/14
[16:57:15 +1h 31m 24s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 1/14
[16:57:18 +1h 31m 27s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 2/14
[16:57:25 +1h 31m 34s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 3/14
[16:57:29 +1h 31m 38s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 4/14
[16:57:33 +1h 31m 42s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 5/14
[16:57:38 +1h 31m 47s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 6/14
[16:57:47 +1h 31m 56s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 7/14
[16:57:55 +1h 32m 4s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 8/14
[16:58:01 +1h 32m 10s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 9/14
[16:58:12 +1h 32m 21s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 10/14
[16:58:24 +1h 32m 33s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 12/14
[16:58:32 +1h 32m 41s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-63 (15/44), chunk 13/14
[16:58:33 +1h 32m 42s | turing] Extracting interactions: https://www.turing.com/advance/coding (16/44), chunk 1/15
[16:58:37 +1h 32m 46s | turing] Extracting interactions: https://www.turing.com/advance/coding (16/44), chunk 2/15
[16:58:39 +1h 32m 48s | turing] Extracting interactions: https://www.turing.com/advance/coding (16/44), chunk 3/15
[16:58:41 +1h 32m 50s | turing] Extracting interactions: https://www.turing.com/advance/coding (16/44), chunk 10/15
[16:58:46 +1h 32m 55s | turing] Extracting interactions: https://www.turing.com/advance/coding (16/44), chunk 11/15
[16:58:50 +1h 32m 59s | turing] Extracting interactions: https://www.turing.com/advance/coding (16/44), chunk 12/15
[16:58:58 +1h 33m 7s | turing] Extracting interactions: https://www.turing.com/advance/coding (16/44), chunk 13/15
[16:59:05 +1h 33m 14s | turing] Extracting interactions: https://www.turing.com/advance/coding (16/44), chunk 14/15
[16:59:07 +1h 33m 16s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 1/17
[16:59:09 +1h 33m 18s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 2/17
[16:59:11 +1h 33m 20s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 3/17
[16:59:13 +1h 33m 22s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 4/17
[16:59:19 +1h 33m 28s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 5/17
[16:59:30 +1h 33m 39s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 6/17
[16:59:40 +1h 33m 49s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 7/17
[16:59:50 +1h 33m 59s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 8/17
[17:00:04 +1h 34m 14s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 9/17
[17:00:34 +1h 34m 43s | turing] Model call failed on https://www.turing.com, chunk 9: [Errno 104] Connection reset by peer
[17:00:34 +1h 34m 43s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 10/17
[17:00:54 +1h 35m 4s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 11/17
[17:05:55 +1h 40m 4s | turing] Model call failed on https://www.turing.com, chunk 11: 
[17:05:55 +1h 40m 4s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 12/17
[17:06:07 +1h 40m 16s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 13/17
[17:06:27 +1h 40m 36s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 14/17
[17:06:48 +1h 40m 58s | turing] Extracting interactions: https://www.turing.com (17/44), chunk 15/17
[17:07:01 +1h 41m 10s | turing] Extracting interactions: https://www.turing.com/advance/datasets/robotics (18/44), chunk 1/12
[17:07:07 +1h 41m 16s | turing] Extracting interactions: https://www.turing.com/advance/datasets/robotics (18/44), chunk 2/12
[17:07:14 +1h 41m 23s | turing] Extracting interactions: https://www.turing.com/advance/datasets/robotics (18/44), chunk 3/12
[17:07:17 +1h 41m 26s | turing] Extracting interactions: https://www.turing.com/advance/datasets/robotics (18/44), chunk 6/12
[17:07:44 +1h 41m 53s | turing] Extracting interactions: https://www.turing.com/advance/datasets/robotics (18/44), chunk 7/12
[17:07:49 +1h 41m 58s | turing] Extracting interactions: https://www.turing.com/advance/datasets/robotics (18/44), chunk 8/12
[17:07:57 +1h 42m 6s | turing] Extracting interactions: https://www.turing.com/advance/datasets/robotics (18/44), chunk 9/12
[17:08:07 +1h 42m 16s | turing] Extracting interactions: https://www.turing.com/advance/datasets/robotics (18/44), chunk 10/12
[17:08:15 +1h 42m 24s | turing] Extracting interactions: https://www.turing.com/advance/datasets/robotics (18/44), chunk 11/12
[17:08:51 +1h 43m 0s | turing] Extracting interactions: https://www.turing.com/intelligence/build (19/44), chunk 1/12
[17:08:56 +1h 43m 5s | turing] Extracting interactions: https://www.turing.com/intelligence/build (19/44), chunk 2/12
[17:09:08 +1h 43m 17s | turing] Extracting interactions: https://www.turing.com/intelligence/build (19/44), chunk 3/12
[17:09:13 +1h 43m 22s | turing] Extracting interactions: https://www.turing.com/intelligence/build (19/44), chunk 4/12
[17:09:17 +1h 43m 26s | turing] Extracting interactions: https://www.turing.com/intelligence/build (19/44), chunk 5/12
[17:09:21 +1h 43m 30s | turing] Extracting interactions: https://www.turing.com/intelligence/build (19/44), chunk 7/12
[17:09:27 +1h 43m 36s | turing] Extracting interactions: https://www.turing.com/intelligence/build (19/44), chunk 8/12
[17:09:52 +1h 44m 1s | turing] Extracting interactions: https://www.turing.com/intelligence/build (19/44), chunk 9/12
[17:10:06 +1h 44m 15s | turing] Extracting interactions: https://www.turing.com/intelligence/build (19/44), chunk 10/12
[17:11:22 +1h 45m 31s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 1/14
[17:11:27 +1h 45m 37s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 2/14
[17:11:30 +1h 45m 39s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 3/14
[17:11:34 +1h 45m 43s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 4/14
[17:11:39 +1h 45m 48s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 5/14
[17:11:43 +1h 45m 53s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 6/14
[17:11:54 +1h 46m 3s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 7/14
[17:12:04 +1h 46m 13s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 8/14
[17:12:09 +1h 46m 18s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 12/14
[17:12:21 +1h 46m 30s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-64 (21/44), chunk 13/14
[17:12:28 +1h 46m 37s | turing] Extracting interactions: https://www.turing.com/advance/stem (23/44), chunk 1/15
[17:12:31 +1h 46m 40s | turing] Extracting interactions: https://www.turing.com/advance/stem (23/44), chunk 2/15
[17:12:36 +1h 46m 46s | turing] Extracting interactions: https://www.turing.com/advance/stem (23/44), chunk 3/15
[17:12:38 +1h 46m 47s | turing] Extracting interactions: https://www.turing.com/advance/stem (23/44), chunk 13/15
[17:12:53 +1h 47m 2s | turing] Extracting interactions: https://www.turing.com/advance/stem (23/44), chunk 14/15
[17:12:55 +1h 47m 4s | turing] Extracting interactions: https://www.turing.com/advance/contact (24/44), chunk 1/8
[17:12:59 +1h 47m 8s | turing] Extracting interactions: https://www.turing.com/advance/contact (24/44), chunk 2/8
[17:13:06 +1h 47m 15s | turing] Extracting interactions: https://www.turing.com/advance/contact (24/44), chunk 3/8
[17:13:08 +1h 47m 17s | turing] Extracting interactions: https://www.turing.com/advance/contact (24/44), chunk 5/8
[17:13:10 +1h 47m 19s | turing] Extracting interactions: https://www.turing.com/advance/contact (24/44), chunk 6/8
[17:13:12 +1h 47m 21s | turing] Extracting interactions: https://www.turing.com/advance/contact (24/44), chunk 7/8
[17:13:14 +1h 47m 23s | turing] Extracting interactions: https://www.turing.com/get-started (25/44), chunk 1/7
[17:13:18 +1h 47m 27s | turing] Extracting interactions: https://www.turing.com/get-started (25/44), chunk 2/7
[17:13:26 +1h 47m 35s | turing] Extracting interactions: https://www.turing.com/get-started (25/44), chunk 3/7
[17:13:28 +1h 47m 37s | turing] Extracting interactions: https://www.turing.com/get-started (25/44), chunk 4/7
[17:13:36 +1h 47m 45s | turing] Extracting interactions: https://www.turing.com/get-started (25/44), chunk 5/7
[17:13:45 +1h 47m 54s | turing] Extracting interactions: https://www.turing.com/get-started (25/44), chunk 6/7
[17:13:54 +1h 48m 3s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 1/46
[17:14:11 +1h 48m 20s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 2/46
[17:14:16 +1h 48m 25s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 3/46
[17:14:18 +1h 48m 27s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 5/46
[17:14:26 +1h 48m 35s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 6/46
[17:15:03 +1h 49m 12s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 10/46
[17:15:07 +1h 49m 16s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 11/46
[17:15:11 +1h 49m 20s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 27/46
[17:15:20 +1h 49m 29s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 28/46
[17:15:24 +1h 49m 33s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 29/46
[17:15:32 +1h 49m 41s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 30/46
[17:15:45 +1h 49m 54s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 33/46
[17:15:51 +1h 50m 0s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 34/46
[17:16:03 +1h 50m 12s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 35/46
[17:16:10 +1h 50m 19s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 36/46
[17:16:15 +1h 50m 24s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 37/46
[17:16:21 +1h 50m 31s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 38/46
[17:16:23 +1h 50m 32s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 41/46
[17:16:31 +1h 50m 40s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 42/46
[17:16:38 +1h 50m 47s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 43/46
[17:16:41 +1h 50m 51s | turing] Extracting interactions: https://turing.com/policy (26/44), chunk 44/46
[17:16:46 +1h 50m 55s | turing] Extracting interactions: https://www.turing.com/resources/undefined (27/44), chunk 1/6
[17:16:50 +1h 50m 59s | turing] Extracting interactions: https://www.turing.com/resources/undefined (27/44), chunk 2/6
[17:16:53 +1h 51m 2s | turing] Extracting interactions: https://www.turing.com/resources/undefined (27/44), chunk 3/6
[17:16:55 +1h 51m 4s | turing] Extracting interactions: https://www.turing.com/resources/undefined (27/44), chunk 4/6
[17:16:57 +1h 51m 6s | turing] Extracting interactions: https://www.turing.com/resources/undefined (27/44), chunk 5/6
[17:17:00 +1h 51m 9s | turing] Extracting interactions: https://www.turing.com/company (29/44), chunk 1/9
[17:17:04 +1h 51m 13s | turing] Extracting interactions: https://www.turing.com/company (29/44), chunk 2/9
[17:17:09 +1h 51m 19s | turing] Extracting interactions: https://www.turing.com/company (29/44), chunk 3/9
[17:17:11 +1h 51m 20s | turing] Extracting interactions: https://www.turing.com/company (29/44), chunk 4/9
[17:17:15 +1h 51m 24s | turing] Extracting interactions: https://www.turing.com/company (29/44), chunk 5/9
[17:17:29 +1h 51m 38s | turing] Extracting interactions: https://www.turing.com/company (29/44), chunk 6/9
[17:17:44 +1h 51m 53s | turing] Extracting interactions: https://www.turing.com/company (29/44), chunk 7/9
[17:17:50 +1h 51m 59s | turing] Extracting interactions: https://www.turing.com/company (29/44), chunk 8/9
[17:17:52 +1h 52m 1s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 1/13
[17:17:56 +1h 52m 6s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 2/13
[17:18:05 +1h 52m 14s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 3/13
[17:18:10 +1h 52m 19s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 4/13
[17:18:13 +1h 52m 22s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 6/13
[17:18:22 +1h 52m 31s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 7/13
[17:18:31 +1h 52m 40s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 8/13
[17:18:36 +1h 52m 45s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 9/13
[17:18:40 +1h 52m 49s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 11/13
[17:18:52 +1h 53m 2s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-67 (30/44), chunk 12/13
[17:18:58 +1h 53m 7s | turing] Extracting interactions: https://customers.turing.com/services/company (31/44), chunk 1/7
[17:19:00 +1h 53m 9s | turing] Extracting interactions: https://customers.turing.com/services/company (31/44), chunk 2/7
[17:19:05 +1h 53m 14s | turing] Extracting interactions: https://customers.turing.com/services/company (31/44), chunk 3/7
[17:19:07 +1h 53m 16s | turing] Extracting interactions: https://customers.turing.com/services/company (31/44), chunk 5/7
[17:19:13 +1h 53m 22s | turing] Extracting interactions: https://customers.turing.com/services/company (31/44), chunk 6/7
[17:19:16 +1h 53m 25s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 1/14
[17:19:21 +1h 53m 30s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 2/14
[17:19:27 +1h 53m 36s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 3/14
[17:19:30 +1h 53m 39s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 7/14
[17:19:35 +1h 53m 44s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 8/14
[17:19:40 +1h 53m 49s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 9/14
[17:19:43 +1h 53m 52s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 10/14
[17:19:53 +1h 54m 2s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 11/14
[17:20:06 +1h 54m 15s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 12/14
[17:20:11 +1h 54m 20s | turing] Extracting interactions: https://www.turing.com/advance (32/44), chunk 13/14
[17:20:13 +1h 54m 22s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 1/16
[17:20:17 +1h 54m 26s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 2/16
[17:20:20 +1h 54m 29s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 3/16
[17:20:25 +1h 54m 34s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 4/16
