
========================================================================
RUN STARTED  2026-06-17 17:31:31
site_pipeline.py https://www.intel.com/content/www/us/en/research/quantum-computing.html
========================================================================

[17:31:31 +0s | intel_content_www_us_en_research_quantum_computing_html] === 0 crawl site ===
[17:31:34 +2s | intel_content_www_us_en_research_quantum_computing_html] [INIT].... → Crawl4AI 0.8.6 
[17:31:36 +5s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://www.intel.com/content/www/us/en/research/quantum-computing.html                              | ✓ | ⏱: 2.34s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...vation-will-bring-avs-to-everyone-everywhere.pdf  | ✓ | ⏱: 0.00s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...vation-will-bring-avs-to-everyone-everywhere.pdf  | ✗ | ⏱: 2.04s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...interface-touchless-with-intel-realsense-tcs.pdf  | ✓ | ⏱: 2.07s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...interface-touchless-with-intel-realsense-tcs.pdf  | ✓ | ⏱: 0.00s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...interface-touchless-with-intel-realsense-tcs.pdf  | ✗ | ⏱: 2.07s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...od-with-prof-amnon-shashua-replay--live-blog.pdf  | ✓ | ⏱: 2.10s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...od-with-prof-amnon-shashua-replay--live-blog.pdf  | ✓ | ⏱: 0.00s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...od-with-prof-amnon-shashua-replay--live-blog.pdf  | ✗ | ⏱: 2.11s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025/en-us-2022-01-04-intel-vpro-platform.pdf            | ✓ | ⏱: 1.89s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025/en-us-2022-01-04-intel-vpro-platform.pdf            | ✓ | ⏱: 0.00s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025/en-us-2022-01-04-intel-vpro-platform.pdf            | ✗ | ⏱: 1.90s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://community.intel.com/t5/Intel-Quantum-SDK/bd-p/intel-quantum-sdk                              | ✓ | ⏱: 4.64s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://community.intel.com/t5/Intel-Quantum-SDK/bd-p/intel-quantum-sdk                              | ✓ | ⏱: 0.00s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://community.intel.com/t5/Intel-Quantum-SDK/bd-p/intel-quantum-sdk                              | ✓ | ⏱: 4.65s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...es-mobileye-zeekr-collaborate-on-consumer-av.pdf  | ✓ | ⏱: 1.92s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...es-mobileye-zeekr-collaborate-on-consumer-av.pdf  | ✓ | ⏱: 0.00s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...es-mobileye-zeekr-collaborate-on-consumer-av.pdf  | ✗ | ⏱: 1.92s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...el-blaze-a-more-flexible-path-to-5g-services.pdf  | ✓ | ⏱: 1.93s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...el-blaze-a-more-flexible-path-to-5g-services.pdf  | ✓ | ⏱: 0.00s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...el-blaze-a-more-flexible-path-to-5g-services.pdf  | ✗ | ⏱: 1.94s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...udelv-unveils-mobileyepowered-av-transporter.pdf  | ✓ | ⏱: 1.94s 
[17:31:50 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...udelv-unveils-mobileyepowered-av-transporter.pdf  | ✓ | ⏱: 0.00s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...udelv-unveils-mobileyepowered-av-transporter.pdf  | ✗ | ⏱: 1.95s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...homas-friedman-and-prof-amnon-shashua-replay.pdf  | ✓ | ⏱: 1.95s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...homas-friedman-and-prof-amnon-shashua-replay.pdf  | ✓ | ⏱: 0.00s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...homas-friedman-and-prof-amnon-shashua-replay.pdf  | ✗ | ⏱: 1.96s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...ls-new-partner-alliance-to-unify-the-channel.pdf  | ✓ | ⏱: 1.97s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...ls-new-partner-alliance-to-unify-the-channel.pdf  | ✓ | ⏱: 0.00s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...ls-new-partner-alliance-to-unify-the-channel.pdf  | ✗ | ⏱: 1.97s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...-2022-01-04-one-intel-news-conference-replay.pdf  | ✓ | ⏱: 1.67s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...-2022-01-04-one-intel-news-conference-replay.pdf  | ✓ | ⏱: 0.00s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...-2022-01-04-one-intel-news-conference-replay.pdf  | ✗ | ⏱: 1.68s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...mobileye-eyeq-ultra-will-enable-consumer-avs.pdf  | ✓ | ⏱: 1.77s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...mobileye-eyeq-ultra-will-enable-consumer-avs.pdf  | ✓ | ⏱: 0.00s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...mobileye-eyeq-ultra-will-enable-consumer-avs.pdf  | ✗ | ⏱: 1.78s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...5-mobileyes-selfdriving-secret-200pb-of-data.pdf  | ✓ | ⏱: 1.92s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...5-mobileyes-selfdriving-secret-200pb-of-data.pdf  | ✓ | ⏱: 0.00s 
[17:31:51 +19s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...5-mobileyes-selfdriving-secret-200pb-of-data.pdf  | ✗ | ⏱: 1.92s 
[17:31:52 +20s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...s-2022-01-05-mobileyes-under-the-hood-replay.pdf  | ✓ | ⏱: 1.98s 
[17:31:52 +20s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...s-2022-01-05-mobileyes-under-the-hood-replay.pdf  | ✓ | ⏱: 0.00s 
[17:31:52 +20s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...s-2022-01-05-mobileyes-under-the-hood-replay.pdf  | ✗ | ⏱: 1.99s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...e-vice-president-and-chief-financial-officer.pdf  | ✓ | ⏱: 2.30s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...e-vice-president-and-chief-financial-officer.pdf  | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...e-vice-president-and-chief-financial-officer.pdf  | ✗ | ⏱: 2.30s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025/en-us-2022-01-06-mobileye-at-ces-2022.pdf           | ✓ | ⏱: 2.31s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025/en-us-2022-01-06-mobileye-at-ces-2022.pdf           | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025/en-us-2022-01-06-mobileye-at-ces-2022.pdf           | ✗ | ⏱: 2.32s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025/en-us-2022-01-06-intel-at-ces-2022.pdf              | ✓ | ⏱: 2.33s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025/en-us-2022-01-06-intel-at-ces-2022.pdf              | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025/en-us-2022-01-06-intel-at-ces-2022.pdf              | ✗ | ⏱: 2.34s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...n-holthaus-head-of-client-computing-business.pdf  | ✓ | ⏱: 1.91s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...n-holthaus-head-of-client-computing-business.pdf  | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...n-holthaus-head-of-client-computing-business.pdf  | ✗ | ⏱: 1.92s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...uces-4th-gen-xeon-scalable-max-series-replay.pdf  | ✓ | ⏱: 1.79s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...uces-4th-gen-xeon-scalable-max-series-replay.pdf  | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...uces-4th-gen-xeon-scalable-max-series-replay.pdf  | ✗ | ⏱: 1.79s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...quarter-and-full-year-2022-financial-results.pdf  | ✓ | ⏱: 1.67s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...quarter-and-full-year-2022-financial-results.pdf  | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...quarter-and-full-year-2022-financial-results.pdf  | ✗ | ⏱: 1.68s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...to-prevent-exploitation-of-computing-systems.pdf  | ✓ | ⏱: 1.61s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...to-prevent-exploitation-of-computing-systems.pdf  | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...to-prevent-exploitation-of-computing-systems.pdf  | ✗ | ⏱: 1.62s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...dership-with-worlds-fastest-mobile-processor.pdf  | ✓ | ⏱: 1.93s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...dership-with-worlds-fastest-mobile-processor.pdf  | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...dership-with-worlds-fastest-mobile-processor.pdf  | ✗ | ⏱: 1.94s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...dy-the-pandemics-effect-on-consumer-behavior.pdf  | ✓ | ⏱: 1.95s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...dy-the-pandemics-effect-on-consumer-behavior.pdf  | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...dy-the-pandemics-effect-on-consumer-behavior.pdf  | ✗ | ⏱: 1.95s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...n-to-drive-highna-into-manufacturing-in-2025.pdf  | ✓ | ⏱: 1.96s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...n-to-drive-highna-into-manufacturing-in-2025.pdf  | ✓ | ⏱: 0.00s 
[17:31:52 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...n-to-drive-highna-into-manufacturing-in-2025.pdf  | ✗ | ⏱: 1.96s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...quarter-and-full-year-2022-financial-results.pdf  | ✓ | ⏱: 1.96s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...quarter-and-full-year-2022-financial-results.pdf  | ✓ | ⏱: 0.00s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...quarter-and-full-year-2022-financial-results.pdf  | ✗ | ⏱: 1.96s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...oints-frank-d-yeary-as-new-independent-chair.pdf  | ✓ | ⏱: 1.97s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...oints-frank-d-yeary-as-new-independent-chair.pdf  | ✓ | ⏱: 0.00s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...oints-frank-d-yeary-as-new-independent-chair.pdf  | ✗ | ⏱: 1.98s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...-brings-unprecedented-speed-to-desktop-users.pdf  | ✓ | ⏱: 1.98s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...-brings-unprecedented-speed-to-desktop-users.pdf  | ✓ | ⏱: 0.00s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [COMPLETE] ● https://download.intel.com/newsroom/archive/2025...-brings-unprecedented-speed-to-desktop-users.pdf  | ✗ | ⏱: 1.99s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://download.intel.com/newsroom/archive/2025...gen-xeon-scalable-processors-max-series-cpus.pdf  | ✓ | ⏱: 2.00s 
[17:31:53 +21s | intel_content_www_us_en_research_quantum_computing_html] [SCRAPE].. ◆ https://download.intel.com/newsroom/archive/2025...gen-xeon-scalable-processors-max-series-cpus.pdf  | ✓ | ⏱: 0.00s 
