
========================================================================
RUN STARTED  2026-06-17 01:15:44
site_pipeline.py https://eleqtron.com/
========================================================================

[01:15:44 +0s | eleqtron] === 0 crawl site ===
[01:15:49 +2s | eleqtron] [INIT].... → Crawl4AI 0.8.6 
[01:15:52 +5s | eleqtron] [FETCH]... ↓ https://eleqtron.com/                                                                                | ✓ | ⏱: 2.49s 
[01:58:31 +39m 52s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 10/12
[01:58:38 +39m 58s | eleqtron] Repaired malformed JSON.
[01:58:38 +39m 58s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 11/12
[01:58:45 +40m 4s | eleqtron] Repaired malformed JSON.
[01:58:45 +40m 4s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 12/12
[01:58:47 +40m 6s | eleqtron] Reading page (49/53): https://eleqtron.com/jobs/intern-quantum-applications-m-w-d
[01:58:47 +40m 6s | eleqtron] Extracting: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 1/9
[01:58:53 +40m 11s | eleqtron] Extracting: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 2/9
[01:59:02 +40m 20s | eleqtron] Repaired malformed JSON.
[01:59:02 +40m 20s | eleqtron] Extracting: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 3/9
[01:59:05 +40m 24s | eleqtron] Extracting: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 4/9
[01:59:10 +40m 29s | eleqtron] Repaired malformed JSON.
[01:59:10 +40m 29s | eleqtron] Extracting: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 5/9
[01:59:22 +40m 38s | eleqtron] Repaired malformed JSON.
[01:59:22 +40m 38s | eleqtron] Extracting: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 6/9
[01:59:27 +40m 44s | eleqtron] Repaired malformed JSON.
[01:59:27 +40m 44s | eleqtron] Extracting: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 7/9
[01:59:33 +40m 49s | eleqtron] Extracting: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 8/9
[01:59:37 +40m 54s | eleqtron] Extracting: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 9/9
[01:59:42 +40m 59s | eleqtron] Reading page (50/53): https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet
[01:59:42 +40m 59s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 1/11
[01:59:48 +41m 4s | eleqtron] Repaired malformed JSON.
[01:59:48 +41m 4s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 2/11
[01:59:57 +41m 11s | eleqtron] Repaired malformed JSON.
[01:59:57 +41m 11s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 3/11
[02:00:03 +41m 17s | eleqtron] Repaired malformed JSON.
[02:00:03 +41m 17s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 4/11
[02:00:08 +41m 22s | eleqtron] Repaired malformed JSON.
[02:00:08 +41m 22s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 5/11
[02:00:18 +41m 32s | eleqtron] Repaired malformed JSON.
[02:00:18 +41m 32s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 6/11
[02:00:24 +41m 39s | eleqtron] Repaired malformed JSON.
[02:00:24 +41m 39s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 7/11
[02:00:36 +41m 48s | eleqtron] Repaired malformed JSON.
[02:00:36 +41m 48s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 8/11
[02:00:42 +41m 53s | eleqtron] Repaired malformed JSON.
[02:00:42 +41m 53s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 9/11
[02:00:49 +42m 0s | eleqtron] Repaired malformed JSON.
[02:00:49 +42m 0s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 10/11
[02:00:57 +42m 8s | eleqtron] Repaired malformed JSON.
[02:00:57 +42m 8s | eleqtron] Extracting: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 11/11
[02:01:05 +42m 14s | eleqtron] Repaired malformed JSON.
[02:01:05 +42m 14s | eleqtron] Reading page (51/53): https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany
[02:01:05 +42m 14s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 1/10
[02:01:12 +42m 21s | eleqtron] Repaired malformed JSON.
[02:01:12 +42m 21s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 2/10
[02:01:18 +42m 27s | eleqtron] Repaired malformed JSON.
[02:01:18 +42m 27s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 3/10
[02:01:26 +42m 35s | eleqtron] Repaired malformed JSON.
[02:01:26 +42m 35s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 4/10
[02:01:33 +42m 42s | eleqtron] Repaired malformed JSON.
[02:01:33 +42m 42s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 5/10
[02:01:42 +42m 48s | eleqtron] Repaired malformed JSON.
[02:01:42 +42m 48s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 6/10
[02:01:48 +42m 55s | eleqtron] Repaired malformed JSON.
[02:01:48 +42m 55s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 7/10
[02:01:54 +43m 1s | eleqtron] Repaired malformed JSON.
[02:01:54 +43m 1s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 8/10
[02:02:01 +43m 8s | eleqtron] Repaired malformed JSON.
[02:02:01 +43m 8s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 9/10
[02:02:06 +43m 12s | eleqtron] Extracting: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 10/10
[02:02:14 +43m 18s | eleqtron] Repaired malformed JSON.
[02:02:14 +43m 18s | eleqtron] Reading page (52/53): https://eleqtron.com/unternehmen
[02:02:14 +43m 18s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 1/10
[02:02:15 +43m 19s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 2/10
[02:02:21 +43m 25s | eleqtron] Repaired malformed JSON.
[02:02:21 +43m 25s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 3/10
[02:02:26 +43m 30s | eleqtron] Repaired malformed JSON.
[02:02:26 +43m 30s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 4/10
[02:02:32 +43m 35s | eleqtron] Repaired malformed JSON.
[02:02:32 +43m 35s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 5/10
[02:02:37 +43m 41s | eleqtron] Repaired malformed JSON.
[02:02:37 +43m 41s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 6/10
[02:02:43 +43m 46s | eleqtron] Repaired malformed JSON.
[02:02:43 +43m 46s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 7/10
[02:02:49 +43m 50s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 8/10
[02:02:55 +43m 56s | eleqtron] Repaired malformed JSON.
[02:02:55 +43m 56s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 9/10
[02:03:05 +44m 6s | eleqtron] Repaired malformed JSON.
[02:03:05 +44m 6s | eleqtron] Extracting: https://eleqtron.com/unternehmen (52/53), chunk 10/10
[02:03:07 +44m 8s | eleqtron] Reading page (53/53): https://eleqtron.com/wp-content/uploads/2025/05/20220816-sp-eleqtron-0328-scaled-1.jpg
[02:03:07 +44m 8s | eleqtron] Extracting: https://eleqtron.com/wp-content/uploads/2025/05/20220816-sp-eleqtron-0328-scaled-1.jpg (53/53), chunk 1/1
[02:03:09 +44m 10s | eleqtron] Saved 1_actor_results.json with 756 extracted records

[02:03:09 +44m 10s | eleqtron] === 2 clean actors ===
[02:03:11 +44m 12s | eleqtron] Loaded 756 extracted records
[02:03:11 +44m 12s | eleqtron] Saved 2_actor_nodes.json with 67 canonical actor nodes

[02:03:11 +44m 12s | eleqtron] === 3 interaction extraction ===
[02:03:12 +44m 12s | eleqtron] Extracting interactions: https://eleqtron.com/en/imprint (1/53), chunk 2/4
[02:03:18 +44m 18s | eleqtron] Extracting interactions: https://eleqtron.com/en/imprint (1/53), chunk 3/4
[02:03:27 +44m 25s | eleqtron] Extracting interactions: https://eleqtron.com/en/imprint (1/53), chunk 4/4
[02:03:39 +44m 37s | eleqtron] Extracting interactions: https://eleqtron.com/en/product (2/53), chunk 2/12
[02:03:43 +44m 41s | eleqtron] Extracting interactions: https://eleqtron.com/en/product (2/53), chunk 3/12
[02:03:47 +44m 45s | eleqtron] Extracting interactions: https://eleqtron.com/en/product (2/53), chunk 4/12
[02:03:51 +44m 49s | eleqtron] Extracting interactions: https://eleqtron.com/en/product (2/53), chunk 11/12
[02:04:01 +44m 56s | eleqtron] Extracting interactions: https://eleqtron.com/en/product (2/53), chunk 12/12
[02:04:13 +45m 8s | eleqtron] Extracting interactions: https://eleqtron.com/event/dpg-spring-meeting-2026 (4/53), chunk 2/10
[02:04:21 +45m 16s | eleqtron] Extracting interactions: https://eleqtron.com/event/dpg-spring-meeting-2026 (4/53), chunk 3/10
[02:04:28 +45m 23s | eleqtron] Extracting interactions: https://eleqtron.com/event/dpg-spring-meeting-2026 (4/53), chunk 4/10
[02:04:37 +45m 29s | eleqtron] Extracting interactions: https://eleqtron.com/event/dpg-spring-meeting-2026 (4/53), chunk 6/10
[02:04:46 +45m 38s | eleqtron] Extracting interactions: https://eleqtron.com/event/dpg-spring-meeting-2026 (4/53), chunk 7/10
[02:04:54 +45m 46s | eleqtron] Extracting interactions: https://eleqtron.com/event/dpg-spring-meeting-2026 (4/53), chunk 9/10
[02:05:02 +45m 54s | eleqtron] Extracting interactions: https://eleqtron.com/event/dpg-spring-meeting-2026 (4/53), chunk 10/10
[02:05:21 +46m 10s | eleqtron] Extracting interactions: https://eleqtron.com/event/use-cases-workshop-2025 (5/53), chunk 2/10
[02:05:28 +46m 17s | eleqtron] Extracting interactions: https://eleqtron.com/event/use-cases-workshop-2025 (5/53), chunk 3/10
[02:05:37 +46m 26s | eleqtron] Extracting interactions: https://eleqtron.com/event/use-cases-workshop-2025 (5/53), chunk 4/10
[02:05:48 +46m 34s | eleqtron] Extracting interactions: https://eleqtron.com/event/use-cases-workshop-2025 (5/53), chunk 7/10
[02:05:59 +46m 44s | eleqtron] Extracting interactions: https://eleqtron.com/event/use-cases-workshop-2025 (5/53), chunk 8/10
[02:06:09 +46m 55s | eleqtron] Extracting interactions: https://eleqtron.com/event/use-cases-workshop-2025 (5/53), chunk 9/10
[02:06:23 +47m 6s | eleqtron] Extracting interactions: https://eleqtron.com/event/use-cases-workshop-2025 (5/53), chunk 10/10
[02:06:35 +47m 18s | eleqtron] Extracting interactions: https://eleqtron.com/karriere (6/53), chunk 2/13
[02:06:38 +47m 21s | eleqtron] Extracting interactions: https://eleqtron.com/karriere (6/53), chunk 3/13
[02:06:42 +47m 24s | eleqtron] Extracting interactions: https://eleqtron.com/karriere (6/53), chunk 6/13
[02:06:45 +47m 28s | eleqtron] Extracting interactions: https://eleqtron.com/karriere (6/53), chunk 7/13
[02:06:48 +47m 31s | eleqtron] Extracting interactions: https://eleqtron.com/karriere (6/53), chunk 12/13
[02:06:57 +47m 37s | eleqtron] Extracting interactions: https://eleqtron.com/karriere (6/53), chunk 13/13
[02:06:59 +47m 39s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 2/14
[02:07:04 +47m 44s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 3/14
[02:07:12 +47m 53s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 4/14
[02:07:24 +48m 4s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 5/14
[02:07:33 +48m 9s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 6/14
[02:07:34 +48m 11s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 7/14
[02:07:37 +48m 14s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 10/14
[02:07:43 +48m 19s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 11/14
[02:07:48 +48m 25s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 13/14
[02:08:00 +48m 37s | eleqtron] Extracting interactions: https://eleqtron.com/presse (7/53), chunk 14/14
[02:08:15 +48m 50s | eleqtron] Extracting interactions: https://eleqtron.com/deeptech-startup-eleqtron-begruesst-vizekanzler-und-bundeswirtschaftsminister-robert-habeck-in-siegen (9/53), chunk 1/9
[02:08:19 +48m 54s | eleqtron] Extracting interactions: https://eleqtron.com/deeptech-startup-eleqtron-begruesst-vizekanzler-und-bundeswirtschaftsminister-robert-habeck-in-siegen (9/53), chunk 2/9
[02:08:43 +49m 15s | eleqtron] Extracting interactions: https://eleqtron.com/deeptech-startup-eleqtron-begruesst-vizekanzler-und-bundeswirtschaftsminister-robert-habeck-in-siegen (9/53), chunk 3/9
[02:09:04 +49m 36s | eleqtron] Extracting interactions: https://eleqtron.com/deeptech-startup-eleqtron-begruesst-vizekanzler-und-bundeswirtschaftsminister-robert-habeck-in-siegen (9/53), chunk 4/9
[02:09:25 +49m 55s | eleqtron] Extracting interactions: https://eleqtron.com/deeptech-startup-eleqtron-begruesst-vizekanzler-und-bundeswirtschaftsminister-robert-habeck-in-siegen (9/53), chunk 5/9
[02:09:52 +50m 18s | eleqtron] Extracting interactions: https://eleqtron.com/deeptech-startup-eleqtron-begruesst-vizekanzler-und-bundeswirtschaftsminister-robert-habeck-in-siegen (9/53), chunk 6/9
[02:10:07 +50m 34s | eleqtron] Extracting interactions: https://eleqtron.com/deeptech-startup-eleqtron-begruesst-vizekanzler-und-bundeswirtschaftsminister-robert-habeck-in-siegen (9/53), chunk 7/9
[02:10:09 +50m 35s | eleqtron] Extracting interactions: https://eleqtron.com/deeptech-startup-eleqtron-begruesst-vizekanzler-und-bundeswirtschaftsminister-robert-habeck-in-siegen (9/53), chunk 8/9
[02:10:31 +50m 55s | eleqtron] Extracting interactions: https://eleqtron.com/deeptech-startup-eleqtron-begruesst-vizekanzler-und-bundeswirtschaftsminister-robert-habeck-in-siegen (9/53), chunk 9/9
[02:10:34 +50m 57s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 2/12
[02:10:38 +51m 2s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 3/12
[02:10:47 +51m 10s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 4/12
[02:11:02 +51m 22s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 5/12
[02:11:19 +51m 39s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 6/12
[02:11:30 +51m 50s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 7/12
[02:11:43 +52m 0s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 8/12
[02:11:49 +52m 6s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 10/12
[02:11:54 +52m 11s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 11/12
[02:12:03 +52m 20s | eleqtron] Extracting interactions: https://eleqtron.com/en/quantum-computing-scale-up-eleqtron-secures-57-million-in-one-of-the-largest-series-a-funding-rounds-worldwide (10/53), chunk 12/12
[02:12:04 +52m 21s | eleqtron] Extracting interactions: https://eleqtron.com/en/career (11/53), chunk 2/10
[02:12:08 +52m 25s | eleqtron] Extracting interactions: https://eleqtron.com/en/career (11/53), chunk 3/10
[02:12:13 +52m 27s | eleqtron] Extracting interactions: https://eleqtron.com/en/career (11/53), chunk 6/10
[02:12:17 +52m 31s | eleqtron] Extracting interactions: https://eleqtron.com/en/career (11/53), chunk 7/10
[02:12:20 +52m 34s | eleqtron] Extracting interactions: https://eleqtron.com/en/career (11/53), chunk 9/10
[02:12:28 +52m 42s | eleqtron] Extracting interactions: https://eleqtron.com/en/career (11/53), chunk 10/10
[02:12:40 +52m 54s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 1/14
[02:12:49 +53m 0s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 2/14
[02:12:57 +53m 7s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 3/14
[02:13:09 +53m 20s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 4/14
[02:13:35 +53m 43s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 5/14
[02:13:50 +53m 57s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 6/14
[02:14:18 +54m 22s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 7/14
[02:14:48 +54m 50s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 8/14
[02:15:15 +55m 17s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 9/14
[02:15:36 +55m 38s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 10/14
[02:15:45 +55m 44s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 12/14
[02:15:53 +55m 52s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 13/14
[02:15:54 +55m 54s | eleqtron] Extracting interactions: https://eleqtron.com/forschungszentrum-juelich-und-eleqtron-entwickeln-modularen-quanten-supercomputer-made-in-nrw (13/53), chunk 14/14
[02:15:56 +55m 56s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/junior-optics-and-laser-engineer-m-w-d (18/53), chunk 6/10
[02:16:00 +55m 59s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/junior-optics-and-laser-engineer-m-w-d (18/53), chunk 7/10
[02:16:04 +56m 4s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/junior-optics-and-laser-engineer-m-w-d (18/53), chunk 9/10
[02:16:10 +56m 10s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/junior-optics-and-laser-engineer-m-w-d (18/53), chunk 10/10
[02:16:26 +56m 23s | eleqtron] Extracting interactions: https://eleqtron.com/en/press (20/53), chunk 2/11
[02:16:30 +56m 28s | eleqtron] Extracting interactions: https://eleqtron.com/en/press (20/53), chunk 3/11
[02:16:36 +56m 33s | eleqtron] Extracting interactions: https://eleqtron.com/en/press (20/53), chunk 4/11
[02:16:44 +56m 41s | eleqtron] Extracting interactions: https://eleqtron.com/en/press (20/53), chunk 5/11
[02:16:52 +56m 47s | eleqtron] Extracting interactions: https://eleqtron.com/en/press (20/53), chunk 6/11
[02:17:25 +57m 18s | eleqtron] Extracting interactions: https://eleqtron.com/en/press (20/53), chunk 7/11
[02:17:26 +57m 20s | eleqtron] Extracting interactions: https://eleqtron.com/en/press (20/53), chunk 8/11
[02:17:29 +57m 22s | eleqtron] Extracting interactions: https://eleqtron.com/en/press (20/53), chunk 10/11
[02:17:37 +57m 30s | eleqtron] Extracting interactions: https://eleqtron.com/en/press (20/53), chunk 11/11
[02:17:48 +57m 42s | eleqtron] Extracting interactions: https://eleqtron.com/deutscher-hoffnungstrager-in-der-entwicklung-und-bereitstellung-von-quantencomputern (21/53), chunk 2/9
[02:17:59 +57m 51s | eleqtron] Extracting interactions: https://eleqtron.com/deutscher-hoffnungstrager-in-der-entwicklung-und-bereitstellung-von-quantencomputern (21/53), chunk 3/9
[02:18:08 +57m 59s | eleqtron] Extracting interactions: https://eleqtron.com/deutscher-hoffnungstrager-in-der-entwicklung-und-bereitstellung-von-quantencomputern (21/53), chunk 4/9
[02:18:22 +58m 13s | eleqtron] Extracting interactions: https://eleqtron.com/deutscher-hoffnungstrager-in-der-entwicklung-und-bereitstellung-von-quantencomputern (21/53), chunk 5/9
[02:18:45 +58m 34s | eleqtron] Extracting interactions: https://eleqtron.com/deutscher-hoffnungstrager-in-der-entwicklung-und-bereitstellung-von-quantencomputern (21/53), chunk 6/9
[02:19:01 +58m 50s | eleqtron] Extracting interactions: https://eleqtron.com/deutscher-hoffnungstrager-in-der-entwicklung-und-bereitstellung-von-quantencomputern (21/53), chunk 7/9
[02:19:12 +58m 58s | eleqtron] Extracting interactions: https://eleqtron.com/deutscher-hoffnungstrager-in-der-entwicklung-und-bereitstellung-von-quantencomputern (21/53), chunk 8/9
[02:19:24 +59m 11s | eleqtron] Extracting interactions: https://eleqtron.com/deutscher-hoffnungstrager-in-der-entwicklung-und-bereitstellung-von-quantencomputern (21/53), chunk 9/9
[02:19:26 +59m 13s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 3/39
[02:19:31 +59m 18s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 4/39
[02:19:42 +59m 26s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 14/39
[02:19:45 +59m 29s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 15/39
[02:19:52 +59m 36s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 16/39
[02:19:57 +59m 41s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 17/39
[02:20:04 +59m 48s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 18/39
[02:20:07 +59m 51s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 19/39
[02:20:16 +59m 57s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 20/39
[02:20:25 +1h 0m 7s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 21/39
[02:20:32 +1h 0m 14s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 35/39
[02:20:39 +1h 0m 21s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 36/39
[02:20:44 +1h 0m 26s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 38/39
[02:20:55 +1h 0m 35s | eleqtron] Extracting interactions: https://eleqtron.com/datenschutzerklaerung (22/53), chunk 39/39
[02:21:05 +1h 0m 44s | eleqtron] Extracting interactions: https://eleqtron.com/event/ionhack-2026-quantum-hackathon (23/53), chunk 2/12
[02:21:20 +1h 0m 59s | eleqtron] Extracting interactions: https://eleqtron.com/event/ionhack-2026-quantum-hackathon (23/53), chunk 3/12
[02:21:35 +1h 1m 12s | eleqtron] Extracting interactions: https://eleqtron.com/event/ionhack-2026-quantum-hackathon (23/53), chunk 4/12
[02:21:48 +1h 1m 25s | eleqtron] Extracting interactions: https://eleqtron.com/event/ionhack-2026-quantum-hackathon (23/53), chunk 5/12
[02:22:03 +1h 1m 38s | eleqtron] Extracting interactions: https://eleqtron.com/event/ionhack-2026-quantum-hackathon (23/53), chunk 6/12
[02:22:10 +1h 1m 44s | eleqtron] Extracting interactions: https://eleqtron.com/event/ionhack-2026-quantum-hackathon (23/53), chunk 8/12
[02:22:15 +1h 1m 49s | eleqtron] Extracting interactions: https://eleqtron.com/event/ionhack-2026-quantum-hackathon (23/53), chunk 9/12
[02:22:21 +1h 1m 55s | eleqtron] Extracting interactions: https://eleqtron.com/event/ionhack-2026-quantum-hackathon (23/53), chunk 11/12
[02:22:28 +1h 2m 2s | eleqtron] Extracting interactions: https://eleqtron.com/event/ionhack-2026-quantum-hackathon (23/53), chunk 12/12
