
========================================================================
NEWS BATCH RUN  2026-07-04 22:28:33
========================================================================
  Config file:    /home/lv/IDP/idpdeeptech/pipeline/site_input/news.json
  Output root:    news_outputs/
  Documents:      17421
  Workers:        4
  Crawl depth:    0
  Max pages:      1
  Force redo:     False
  Batch log:      /home/lv/IDP/idpdeeptech/pipeline/news_outputs/batch_logs/batch_20260704_222833.log
========================================================================

[1/17421] 2019-12-10 - Amazon Is Primed For Quantum Computing [c071d770]: skipping (already done; pass --force to redo)
  FAILED: [772/17421] 2024-04-12 - Scientists Have Eye On Quantum Technology For Age Related Macular Degeneration Detection [4f8d446e] -- site_pipeline exited with code 1
  FAILED: [770/17421] 2024-04-12 - Taiwan Wants First Domestically Produced Quantum Computer By 2027 [5b50bf34] -- site_pipeline exited with code 1
  FAILED: [771/17421] 2024-04-12 - Researchers Make Strides In Generating Stable Qubits At Room Temperature [eb621fe8] -- site_pipeline exited with code 1
  FAILED: [774/17421] 2024-04-12 - Sandboxaq Acquisition Has Good Chemistry Teams Say Move Could Accelerate Drug Development And Material Innovation [5c576a7c] -- site_pipeline exited with code 1
  FAILED: [775/17421] 2024-04-12 - Machine Learning Could Bridge The Reality Gap In Quantum Devices [ff115b83] -- site_pipeline exited with code 1
  FAILED: [776/17421] 2024-04-12 - Insights From Quantum Computing Could Create Light Controlled Memory Tech [7ce575f6] -- site_pipeline exited with code 1
  FAILED: [773/17421] 2024-04-12 - Quera Computing Roadmap For Advanced Error Corrected Quantum Computers Pioneering The Next Frontier In Quantum Innovation [0f11f8da] -- site_pipeline exited with code 1
  FAILED: [777/17421] 2024-04-12 - Spiking Nano Oscillators Provide New Insight Into Quantum Materials And Advanced Computing [1a0f4d89] -- site_pipeline exited with code 1
  FAILED: [778/17421] 2024-04-12 - The Future Of Quantum Computing In Environmental And Health Sciences [a1bfa052] -- site_pipeline exited with code 1
  FAILED: [779/17421] 2024-04-12 - 2023 A Year Of Growth And Collaboration For Quantum Computing [7a4d3e23] -- site_pipeline exited with code 1
  FAILED: [780/17421] 2024-04-12 - Siemens Surecore And Semiwise Team Up To Design Quantum Computing Ready Cryogenic Semiconductors [8158ba8d] -- site_pipeline exited with code 1
  FAILED: [781/17421] 2024-04-12 - Uae Saudi Arabia And Qatar Spearheading Quantum Computing Development In The Middle East [69db5d5a] -- site_pipeline exited with code 1
  FAILED: [782/17421] 2024-04-12 - Sandboxaq Partners With Carahsoft To Expand Distribution Of Cybersecurity And Ai Enabled Quantum Solutions In The Public Sector [206f6293] -- site_pipeline exited with code 1
  FAILED: [783/17421] 2024-04-12 - Baidu To Donate Quantum Computing Equipment To Research Institute [b58f448a] -- site_pipeline exited with code 1
  FAILED: [784/17421] 2024-04-12 - Researchers Securely Teleport Images Across A Network Using Only Light [99164e1b] -- site_pipeline exited with code 1
  FAILED: [785/17421] 2024-04-12 - Quantum Computing And Chill Nisqrc Algorithm Could Allow Qcs To Take On Streaming Data [de84a186] -- site_pipeline exited with code 1
  FAILED: [786/17421] 2024-04-12 - Darpa Excited About Microsoft Psiquantum Approaches To Utility Scale Quantum Computing [96d89edd] -- site_pipeline exited with code 1
  FAILED: [787/17421] 2024-04-12 - Jpmorgan Chase Argonne National Lab Researchers Demonstrate Fast Simulation Of High Depth Qaoa Circuits [75a13583] -- site_pipeline exited with code 1
  FAILED: [788/17421] 2024-04-12 - Ucla Research Park Project To House Quantum Science And Engineering Center [5b40c828] -- site_pipeline exited with code 1
  FAILED: [789/17421] 2024-04-12 - Rigetti Computing Moodys Analytics Deepens Collaboration Sets Ambitious Research Agenda [5a9f50ef] -- site_pipeline exited with code 1
  FAILED: [791/17421] 2024-04-12 - Foundations Fund Tabletop Physics To Probe Understanding Of The Universe [1971a432] -- site_pipeline exited with code 1
  FAILED: [790/17421] 2024-04-12 - How Can Smes Prepare For The Quantum Computing Era [c4e56b59] -- site_pipeline exited with code 1
  FAILED: [792/17421] 2024-04-12 - South Dakota Proposes Center For Quantum Information Science Technology [a1d620de] -- site_pipeline exited with code 1
  FAILED: [793/17421] 2024-04-12 - Looking Back Looking Ahead Quantum Experts Reflect On 2023 Peer Into 2024 [7c5d4ce3] -- site_pipeline exited with code 1
  FAILED: [794/17421] 2024-04-12 - Nvidia Job Posting Shows Company Is Exploring Quantum Generative Ai Capabilities [c670eb1d] -- site_pipeline exited with code 1
  FAILED: [795/17421] 2024-04-12 - Maiora Israeli Startup Quantymize Partner To Develop New Foodtech Ecommerce Potential [dc7d5e15] -- site_pipeline exited with code 1
  FAILED: [796/17421] 2024-04-12 - Nvidia Cuquantum 23 10 Accelerating Quantum Computing With Enhanced Sdk [adc71712] -- site_pipeline exited with code 1
  FAILED: [797/17421] 2024-04-12 - Qubitekk Powered Epb Quantum Network Adds Qunnect As First Customer For Quantum Collaboration [17fb6dcc] -- site_pipeline exited with code 1
  FAILED: [799/17421] 2024-04-12 - German Flagship Project Planqk Sets New Course Towards Economic Use For Quantum [5a8c37e2] -- site_pipeline exited with code 1
  FAILED: [798/17421] 2024-04-12 - Eurohpc Ju Puts Out Call To Host New Quantum Computers [6b93f489] -- site_pipeline exited with code 1
  FAILED: [800/17421] 2024-04-12 - Top Predictions In Quantum For 2024 [98680b7e] -- site_pipeline exited with code 1
  FAILED: [801/17421] 2024-04-12 - Images Hidden In Noise Revealed By A Quantum Inspired Method [4251d176] -- site_pipeline exited with code 1
  FAILED: [802/17421] 2024-04-12 - Rydberg Technologies Demonstrates Worlds First Long Range Atomic Rf Communication With Quantum Sensor At U S Army Netmodx23 Event [3ce9a951] -- site_pipeline exited with code 1
  FAILED: [804/17421] 2024-04-12 - Tuskegee University Team Receives 2023 100000 Ibm Spie Hbcu Faculty Accelerator Award In Quantum Optics And Photonics [2eca83f4] -- site_pipeline exited with code 1
  FAILED: [803/17421] 2024-04-12 - Venture Capitalists Make Predictions On 2024S Quantum Technology Industry [143e7cf1] -- site_pipeline exited with code 1
  FAILED: [805/17421] 2024-04-12 - Japans Third Superconducting Quantum Computer Installed At Osaka University [84edb6ee] -- site_pipeline exited with code 1
  FAILED: [806/17421] 2024-04-12 - Zapata Ai Researchers Show How Quantum Circuits Can Improve Classical Generative Ai [56377b39] -- site_pipeline exited with code 1
  FAILED: [807/17421] 2024-04-12 - Unlocking A Safer Tomorrow With Bharat Ncap A Quantum Leap For Automotive Safety [e691658b] -- site_pipeline exited with code 1
  FAILED: [808/17421] 2024-04-12 - Alice Bob Takes Another Step Toward Releasing Error Corrected Logical Qubit [162697d4] -- site_pipeline exited with code 1
  FAILED: [812/17421] 2024-04-12 - Nqcc Rolls Royce And Riverlane Partner To Accelerate Materials Discovery [44d83cc3] -- site_pipeline exited with code 1
  FAILED: [809/17421] 2024-04-12 - Icosa And Nec Present Quantum Inspired Solution For Financial Markets [efbe3968] -- site_pipeline exited with code 1
  FAILED: [810/17421] 2024-04-12 - Speakers Line Up For Quantum Australia 2024 [6bb06232] -- site_pipeline exited with code 1
  FAILED: [811/17421] 2024-04-12 - Cryptonext Security Raises E11 Million To Reinforce Leadership In Post Quantum Cryptography Remediation Solutions And Accelerate International Expansion [d6bdcd4e] -- site_pipeline exited with code 1
  FAILED: [813/17421] 2024-04-12 - Coo Of Quantum Computing Inc Bill Mcgann Presents A New Quantum Intelligence Platform Leveraging Reservoir Computers [a6318ea2] -- site_pipeline exited with code 1
  FAILED: [815/17421] 2024-04-12 - Wave Photonics Leads 500K Innovate Uk Feasibility Study Project To Create Photonics Chips For Trapped Ion Quantum Computers [e1152189] -- site_pipeline exited with code 1

Interrupted by user. Stopping batch (in-flight workers will finish their current company).
Traceback (most recent call last):
  File "/usr/lib/python3.10/threading.py", line 1116, in _wait_for_tstate_lock
    if lock.acquire(block, timeout):
KeyboardInterrupt

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/lv/IDP/idpdeeptech/pipeline/site_pipeline_batch.py", line 476, in <module>
    main()
  File "/home/lv/IDP/idpdeeptech/pipeline/site_pipeline_batch.py", line 433, in main
    with cf.ThreadPoolExecutor(max_workers=args.workers) as pool:
  File "/usr/lib/python3.10/concurrent/futures/_base.py", line 649, in __exit__
    self.shutdown(wait=True)
  File "/usr/lib/python3.10/concurrent/futures/thread.py", line 235, in shutdown
    t.join()
  File "/usr/lib/python3.10/threading.py", line 1096, in join
    self._wait_for_tstate_lock()
  File "/usr/lib/python3.10/threading.py", line 1126, in _wait_for_tstate_lock
    self._stop()
  File "/usr/lib/python3.10/threading.py", line 1050, in _stop
    if not self.daemon:
  File "/usr/lib/python3.10/threading.py", line 1183, in daemon
    @property
KeyboardInterrupt
Exception ignored in: <module 'threading' from '/usr/lib/python3.10/threading.py'>
Traceback (most recent call last):
  File "/usr/lib/python3.10/threading.py", line 1537, in _shutdown
    atexit_call()
  File "/usr/lib/python3.10/concurrent/futures/thread.py", line 27, in _python_exit
    items = list(_threads_queues.items())
  File "/usr/lib/python3.10/weakref.py", line 463, in items
    with _IterationGuard(self):
  File "/usr/lib/python3.10/_weakrefset.py", line 17, in __init__
    def __init__(self, weakcontainer):
KeyboardInterrupt: 
